iter	RMSE
189	0.3360155012
190	0.3353525447
191	0.3347195712
192	0.3341250525
193	0.3335221217
194	0.3329087568
195	0.3322874404
196	0.3316907549
197	0.3311079781
198	0.3305597958
199	0.3299628427
200	0.3294116857
201	0.3288499125
202	0.3282355909
203	0.3277184607
204	0.3271826789
205	0.3266841863
206	0.3261958373
207	0.3257026807
208	0.3251864314
209	0.3246540839
210	0.3241529486
211	0.3236346209
212	0.3231835326
213	0.3227096073
214	0.3222316918
215	0.3217560791
216	0.321302697
217	0.3208786747
218	0.3204414994
219	0.3199738762
220	0.3195648182
221	0.3191125245
222	0.3186926727
223	0.3182683256
224	0.3178357892
225	0.3173816108
226	0.3169765527
227	0.3165617187
228	0.3161676332
229	0.3157851279
230	0.3153957233
231	0.3150273264
232	0.3146686628
233	0.3143278828
234	0.3139632607
235	0.3135978608
236	0.313254699
237	0.3129408177
238	0.3126082339
239	0.3122937116
240	0.3119736914
241	0.3116376231
242	0.3112889585
243	0.3109314041
244	0.3105671677
245	0.3102693791
246	0.3099383089
247	0.3095999416
248	0.3092777834
249	0.3089909452
250	0.3086719553
251	0.3083658003
252	0.3080711296
253	0.3077716647
254	0.307489587
255	0.3071695551
256	0.306873833
257	0.3066198615
258	0.3063417657
259	0.3060373009
260	0.3057926701
261	0.305510561
262	0.3052428447
263	0.3049996861
264	0.3047305732
265	0.3044935743
266	0.3042158369
267	0.3039457531
268	0.3037167778
269	0.3034596432
270	0.3031925791
271	0.3029387062
272	0.3026927761
273	0.3024485758
274	0.3022294574
275	0.3020147135
276	0.3017917836
277	0.3015777987
278	0.3013546444
279	0.3011357179
280	0.30094451
281	0.3007202847
282	0.3004881438
283	0.3002943024
284	0.3000736027
285	0.2998753227
286	0.2996687493
287	0.2994609818
288	0.299276223
289	0.2990681841
290	0.2988652857
291	0.2986782076
292	0.2984947844
293	0.2982912214
294	0.2981052923
295	0.2978949241
296	0.297699306
297	0.2975156461
298	0.2973340263
299	0.2971630202
300	0.296985524
301	0.2967991852
302	0.2965959277
303	0.2964182308
304	0.2962616372
305	0.2960872543
306	0.2959060861
307	0.2957488779
308	0.2955501895
309	0.2954013843
310	0.295244977
311	0.2950928501
312	0.2949278667
313	0.2947907875
314	0.2946321994
315	0.2944679436
316	0.2943083182
317	0.2941703888
318	0.2940185337
319	0.2938985069
320	0.293724564
321	0.293576211
322	0.2934338854
323	0.2932875336
324	0.2931492165
325	0.2930260169
326	0.292904472
327	0.2927546515
328	0.2925808292
329	0.2924696371
330	0.2922897616
331	0.2921239517
332	0.2919947768
333	0.2918655784
334	0.2917512922
335	0.291636922
336	0.2914825011
337	0.2913718693
338	0.2912387908
339	0.29110859
340	0.2909878069
341	0.2908562748
342	0.2907506998
343	0.2906088937
344	0.2904685358
345	0.290356497
346	0.2901933686
347	0.2900814334
348	0.2899427777
349	0.2898155126
350	0.289705831
351	0.2895975595
352	0.2894641336
353	0.2893592827
354	0.2892230953
355	0.2890695759
356	0.2889530991
357	0.2888319675
358	0.2887010137
359	0.2885778573
360	0.2884555221
361	0.288358743
362	0.2882451436
363	0.2881301504
364	0.2880282283
365	0.2879314192
366	0.2878105278
367	0.2877101572
368	0.2875933214
369	0.2874948164
370	0.2873801082
371	0.2872830427
372	0.287195756
373	0.2871135148
374	0.2869990952
375	0.2869152779
376	0.2868287063
377	0.2867305069
378	0.286621593
379	0.2864942892
380	0.2863887221
381	0.286320144
382	0.2862142886
383	0.2861405784
384	0.2860345465
385	0.2859653039
386	0.2858699379
387	0.2857787792
388	0.2857071458
389	0.2856402179
390	0.2855534161
391	0.2854486018
392	0.2853763447
393	0.2853004724
394	0.2852389203
395	0.2851497361
396	0.2850695876
397	0.2849713929
398	0.2848727786
399	0.2848081311
400	0.2847065785
401	0.2845939451
402	0.2845080115
403	0.2843991936
404	0.2843068819
405	0.2842215312
406	0.2841454867
407	0.2840683035
408	0.2840029025
409	0.2839118233
410	0.2838069076
411	0.2837517184
412	0.2836890833
413	0.2836166442
414	0.2835627918
415	0.2834552707
416	0.2833660734
417	0.2833013656
418	0.2832220601
419	0.2831454337
420	0.2830551068
421	0.2829934927
422	0.2828989283
423	0.2828039872
424	0.2827224762
425	0.2826136213
426	0.2825307327
427	0.2824612946
428	0.2823887819
429	0.2823082123
430	0.2822523229
431	0.2821775118
432	0.2820950711
433	0.2820359896
434	0.281986908
435	0.2819362473
436	0.2818855486
437	0.2818038127
438	0.2817234592
439	0.2816653717
440	0.2816132593
441	0.2815376701
442	0.2814871726
443	0.2814161661
444	0.2813383471
445	0.2812600397
446	0.2811924475
447	0.2811135431
448	0.2810588936
449	0.2809977793
450	0.2809194746
451	0.2808590341
452	0.2808065123
453	0.2807102021
454	0.2806492556
455	0.2805650437
456	0.2805083174
457	0.2804442215
458	0.2803556841
459	0.2802807385
460	0.2802204713
461	0.2801390302
462	0.280076913
463	0.2800345111
464	0.2799665147
465	0.2798837613
466	0.2798007786
467	0.2797435094
468	0.2796748543
469	0.2795880646
470	0.2795168864
471	0.2794520076
472	0.2793804028
473	0.2793189445
474	0.2792597432
475	0.279213185
476	0.2791385374
477	0.279056655
478	0.2789966948
479	0.2789046888
480	0.278868565
481	0.2788044699
482	0.278746841
483	0.2786962303
484	0.2786178916
485	0.2785642787
486	0.2785088239
487	0.2784427209
488	0.2783924997
489	0.2783200797
490	0.2782741585
491	0.2782244665
492	0.2781488375
493	0.2780869329
494	0.2780445041
495	0.2779781965
496	0.2779380277
497	0.2778535803
498	0.2778074646
499	0.2777647123
500	0.2777111413
501	0.277649151
502	0.2775975165
503	0.2775602397
504	0.2775027832
505	0.2774379495
506	0.2773418892
507	0.2773056278
508	0.2772109977
509	0.2771405852
510	0.2770732291
511	0.2770388767
512	0.2769742003
513	0.2768942345
514	0.2768308825
515	0.2767538664
516	0.276683098
517	0.2766325694
518	0.2765618449
519	0.2765249974
520	0.2764794073
521	0.2764486501
522	0.2763863372
523	0.2763060034
524	0.2762733718
525	0.2761934389
526	0.2761158095
527	0.2760485114
528	0.2759794427
529	0.2759330827
530	0.2758969347
531	0.2758057266
532	0.2757546879
533	0.2757080587
534	0.2756731306
535	0.275594139
536	0.2755671049
537	0.2754988256
538	0.2754442293
539	0.2754135796
540	0.2753665059
541	0.2753351916
542	0.2752893706
543	0.2752297278
544	0.2751589627
545	0.2751026681
546	0.2750298733
547	0.2749592398
548	0.2748883228
549	0.2748368184
550	0.2747775521
551	0.2747105313
552	0.2746603061
553	0.2746325435
554	0.274557943
555	0.2745247351
556	0.2744858116
557	0.2744464913
558	0.2743935426
559	0.2743594038
560	0.2743046719
561	0.2742816937
562	0.2742401331
563	0.2742096208
564	0.274147833
565	0.2741227983
566	0.2740841839
567	0.2740179336
568	0.2739595638
569	0.2739081672
570	0.2738593875
571	0.2738168098
572	0.2737521651
573	0.273675914
574	0.2736306341
575	0.2735902114
576	0.2735616081
577	0.2735298392
578	0.2734815866
579	0.2734578816
580	0.2734288176
581	0.2734019047
582	0.2733602997
583	0.2733019665
584	0.2732315545
585	0.2732047756
586	0.2731527229
587	0.2730984499
588	0.2730752106
589	0.2730456313
590	0.2730206151
591	0.2729657127
592	0.2729276443
593	0.2728700527
594	0.2728357644
595	0.2727944148
596	0.2727551366
597	0.2727072058
598	0.2726555578
599	0.2726091848
600	0.272557212
601	0.2725336074
602	0.2724692468
603	0.27242006
604	0.2723927725
605	0.2723641556
606	0.272338732
607	0.2722776883
608	0.2722507715
609	0.2721797573
610	0.2721576508
611	0.2721342103
612	0.2720809073
613	0.2720550107
614	0.2719864091
615	0.2719065986
616	0.2718803085
617	0.2718388102
618	0.2718105752
619	0.2717866356
620	0.271738392
621	0.2717083822
622	0.2716716647
623	0.2716029623
624	0.2715507581
625	0.2714892445
626	0.2714573091
627	0.2713989454
628	0.2713609502
629	0.2713164183
630	0.2712741883
631	0.271244882
632	0.2712079406
633	0.2711736935
634	0.2711482367
635	0.2711033589
636	0.2710789031
637	0.2710447683
638	0.2709804492
639	0.2709365677
640	0.2708817624
641	0.2708413144
642	0.2708097505
643	0.2707464548
644	0.2707092321
645	0.2706367309
646	0.2706132259
647	0.2705878543
648	0.2705493927
649	0.2705057275
650	0.2704482532
651	0.2704185853
652	0.2703899667
653	0.2703445529
654	0.270329862
655	0.270282473
656	0.2702423223
657	0.2702117195
658	0.2701881458
659	0.2701432831
660	0.2701293116
661	0.2700992365
662	0.270044152
663	0.2700227364
664	0.2699808348
665	0.2699208858
666	0.2698626421
667	0.269831212
668	0.2697837144
669	0.2697481297
670	0.2697251329
671	0.2696877739
672	0.2696444286
673	0.2695923526
674	0.2695644994
675	0.2695258327
676	0.2694966214
677	0.2694826402
678	0.2694529975
679	0.269389383
680	0.2693633751
681	0.2693003729
682	0.2692680017
683	0.2692233968
684	0.2691596482
685	0.2691146409
686	0.2690625536
687	0.2690427142
688	0.269022966
689	0.268962088
690	0.2689240222
691	0.2688981833
692	0.268848116
693	0.2688253874
694	0.2687688657
695	0.2687069697
696	0.2686508709
697	0.2685977375
698	0.2685639184
699	0.2685045303
700	0.2684753349
701	0.2684130925
702	0.2683820508
703	0.2683420381
704	0.2683102382
705	0.2682803637
706	0.2682175687
707	0.2681730945
708	0.2681313884
709	0.2681118139
710	0.2680648661
711	0.2680391799
712	0.2679944696
713	0.2679520092
714	0.2679013681
715	0.2678460171
716	0.2677941441
717	0.2677511566
718	0.2676929414
719	0.2676486624
720	0.2676076526
721	0.2675572692
722	0.2675265728
723	0.2674929931
724	0.2674508611
725	0.2674357563
726	0.2673852109
727	0.267354413
728	0.2673219058
729	0.2672874497
730	0.2672689145
731	0.2672250829
732	0.2671757484
733	0.2671310096
734	0.2670726035
735	0.267032331
736	0.2670113534
737	0.2669948128
738	0.2669728325
739	0.2669451864
740	0.2669164821
741	0.2668741217
742	0.2668208029
743	0.2668010232
744	0.2667734186
745	0.2666965337
746	0.2666787155
747	0.2666443607
748	0.2666038558
749	0.266581652
750	0.266546512
751	0.2665043486
752	0.2664642097
753	0.2664389134
754	0.2663914437
755	0.2663784636
756	0.2663562997
757	0.2663330788
758	0.2662938642
759	0.2662752957
760	0.2662547342
761	0.2662223274
762	0.2661956241
763	0.2661701738
764	0.2661496884
765	0.2661084249
766	0.2660730016
767	0.2660319851
768	0.2659969709
769	0.2659536346
770	0.2659300905
771	0.2658814437
772	0.265855544
773	0.2658307709
774	0.2658080098
775	0.2657761954
776	0.2657532231
777	0.2657270603
778	0.2656883319
779	0.2656650969
780	0.2656433405
781	0.2655977505
782	0.2655653471
783	0.2655310195
784	0.2655032492
785	0.2654657902
786	0.2654429495
787	0.2653944653
788	0.2653538859
789	0.265309704
790	0.2652549073
791	0.2652058264
792	0.2651901633
793	0.2651541166
794	0.2651154095
795	0.2650899377
796	0.2650419974
797	0.265004509
798	0.2649524443
799	0.2649164946
800	0.2648636284
801	0.2648485076
802	0.2648093622
803	0.2647871415
804	0.264771605
805	0.2647314181
806	0.2647022649
807	0.2646609058
808	0.2646435282
809	0.2646069091
810	0.2645702625
811	0.2645186383
812	0.2644612625
813	0.2644199425
814	0.2644071617
815	0.2643723809
816	0.2643519303
817	0.2643235857
818	0.2642948941
819	0.2642732622
820	0.2642398071
821	0.2642081746
822	0.2641482377
823	0.2641307391
824	0.2640832667
825	0.264041548
826	0.2639986593
827	0.2639798969
828	0.2639593474
829	0.263932224
830	0.2638992652
831	0.2638657963
832	0.2638127145
833	0.2637579891
834	0.2637319291
835	0.263690329
836	0.2636695831
837	0.2636262814
838	0.2636104477
839	0.2635841464
840	0.2635675588
841	0.2635336138
842	0.2635063586
843	0.2634736789
844	0.2634476287
845	0.2634269878
846	0.2634048565
847	0.2633746012
848	0.263347062
849	0.2633154556
850	0.2632932747
851	0.2632284685
852	0.2632050348
853	0.2631554933
854	0.2631342662
855	0.2630952944
856	0.2630535841
857	0.2630121148
858	0.2629735029
859	0.2629407882
860	0.2629066404
861	0.2628843328
862	0.2628438715
863	0.2628027355
864	0.2627821025
865	0.2627492384
866	0.2627210528
867	0.2626858901
868	0.2626378737
869	0.2626148204
870	0.2625869985
871	0.2625534007
872	0.2625213873
873	0.2625003441
874	0.2624603387
875	0.2624351249
876	0.2623851431
877	0.2623309585
878	0.2623014468
879	0.2622597458
880	0.2622421115
881	0.2622087991
882	0.2621739648
883	0.2621215446
884	0.2621023534
885	0.2620646575
886	0.2620425893
887	0.2620236423
888	0.2619792566
889	0.261949071
890	0.2619024294
891	0.2618608534
892	0.2618127084
893	0.2617658087
894	0.2617376027
895	0.2617071409
896	0.2616747435
897	0.2616361049
898	0.2615985512
899	0.2615560152
900	0.2615295623
901	0.2614920681
902	0.2614716792
903	0.2614311654
904	0.2614047425
905	0.2613644277
906	0.261338942
907	0.2613077059
908	0.2612603245
909	0.2612377439
910	0.2612075289
911	0.2611802931
912	0.261150211
913	0.2611224554
914	0.2610878875
915	0.2610582091
916	0.2610210998
917	0.2609721186
918	0.2609445833
919	0.2608984253
920	0.2608706381
921	0.2608363918
922	0.2608131284
923	0.2607704363
924	0.2607307922
925	0.2607000339
926	0.2606747696
927	0.2606316865
928	0.2606059052
929	0.2605814698
930	0.2605606889
931	0.2605186258
932	0.2604930837
933	0.2604774733
934	0.2604584573
935	0.2604100949
936	0.2603970922
937	0.2603842964
938	0.2603593564
939	0.2603447895
940	0.2603209904
941	0.260304774
942	0.2602870366
943	0.2602610556
944	0.2602436593
945	0.26021514
946	0.2601830821
947	0.2601541011
948	0.260122768
949	0.2600854751
950	0.2600372485
951	0.259998978
952	0.2599692004
953	0.2599208154
954	0.2598806394
955	0.2598329361
956	0.2598108598
957	0.259781286
958	0.2597659477
959	0.2597230311
960	0.2596994183
961	0.2596777413
962	0.2596572371
963	0.2596308895
964	0.2595894006
965	0.2595534337
966	0.2595277555
967	0.2595051835
968	0.2594857633
969	0.2594546718
970	0.2594180852
971	0.259379025
972	0.2593307323
973	0.259316734
974	0.2592788998
975	0.259255489
976	0.2592326624
977	0.2591990192
978	0.2591553301
979	0.2591361077
980	0.2591031394
981	0.2590816735
982	0.2590484319
983	0.2590071269
984	0.2589955909
985	0.2589776335
986	0.2589431775
987	0.2589059088
988	0.2588661988
989	0.258852479
990	0.2588264374
991	0.258793943
992	0.2587751563
993	0.2587315546
994	0.2587057151
995	0.2586953251
996	0.258673528
997	0.2586507826
998	0.258611643
999	0.2585791638
1000	0.2585440796
1001	0.2585216461
1002	0.2584907953
1003	0.2584717413
1004	0.2584399755
1005	0.2584046142
1006	0.2583792702
1007	0.2583339845
1008	0.2582962753
1009	0.2582748803
1010	0.2582621255
1011	0.2582451901
1012	0.2582010833
1013	0.258173249
1014	0.2581476733
1015	0.2581352441
1016	0.2581191774
1017	0.2580976893
1018	0.2580826463
1019	0.2580653675
1020	0.2580410165
1021	0.258008272
1022	0.2579946138
1023	0.2579603251
1024	0.2579354891
1025	0.2579198204
1026	0.2579076184
1027	0.2578880922
1028	0.2578478941
1029	0.2578373877
1030	0.2578279561
1031	0.257798801
1032	0.257773971
1033	0.2577339656
1034	0.2576982102
1035	0.2576838146
1036	0.2576362547
1037	0.2576076816
1038	0.2575944359
1039	0.2575629227
1040	0.2575385403
1041	0.2575235783
1042	0.2574987573
1043	0.2574661382
1044	0.2574514886
1045	0.2574186189
1046	0.2573965088
1047	0.2573791764
1048	0.2573511046
1049	0.2573202221
1050	0.2573058107
1051	0.257293587
1052	0.2572741443
1053	0.2572418212
1054	0.2572146895
1055	0.2571853567
1056	0.2571635208
1057	0.2571409072
1058	0.2571113853
1059	0.257086323
1060	0.2570662651
1061	0.2570559052
1062	0.2570393726
1063	0.2570141919
1064	0.2569816285
1065	0.2569720233
1066	0.2569421008
1067	0.2569309182
1068	0.2569015917
1069	0.2568804779
1070	0.2568385008
1071	0.2568180728
1072	0.25678583
1073	0.256774878
1074	0.2567603729
1075	0.256729065
1076	0.2567109812
1077	0.2566829394
1078	0.2566422919
1079	0.2566245515
1080	0.2565937917
1081	0.2565652241
1082	0.2565431247
1083	0.2565202829
1084	0.2564829813
1085	0.256457694
1086	0.2564309255
1087	0.2564151794
1088	0.2563907608
1089	0.256375423
1090	0.256368871
1091	0.2563352442
1092	0.2563235252
1093	0.256305669
1094	0.2562916005
1095	0.2562648481
1096	0.2562377294
1097	0.2562138697
1098	0.2561898464
1099	0.2561484422
1100	0.2561371208
1101	0.2561064392
1102	0.2560893319
1103	0.2560750246
1104	0.2560677066
1105	0.2560325927
1106	0.2560232841
1107	0.2559998205
1108	0.2559703935
1109	0.2559392991
1110	0.2559041484
1111	0.2558940044
1112	0.2558518932
1113	0.2558357343
1114	0.2557979445
1115	0.2557655537
1116	0.2557392796
1117	0.2557146477
1118	0.2556897338
1119	0.2556632728
1120	0.2556432145
1121	0.2556006108
1122	0.255568934
1123	0.255549055
1124	0.2555208172
1125	0.2554969807
1126	0.2554716353
1127	0.2554438347
1128	0.2554375622
1129	0.2554083528
1130	0.2553906673
1131	0.2553770735
1132	0.2553372576
1133	0.2552960134
1134	0.2552778075
1135	0.2552390879
1136	0.2552174017
1137	0.255206089
1138	0.255181652
1139	0.2551576175
1140	0.2551294065
1141	0.2551059084
1142	0.2550867775
1143	0.2550495733
1144	0.2550222303
1145	0.2549948296
1146	0.2549760204
1147	0.254952148
1148	0.2549368715
1149	0.2549161948
1150	0.2548911227
1151	0.2548702722
1152	0.2548577174
1153	0.254819277
1154	0.2547794509
1155	0.254747117
1156	0.2547251926
1157	0.2546969668
1158	0.2546624929
1159	0.2546314163
1160	0.2546176077
1161	0.2546074741
1162	0.2545808643
1163	0.2545517352
1164	0.254533641
1165	0.254515865
1166	0.2544983677
1167	0.2544596629
1168	0.2544378961
1169	0.2544111116
1170	0.2543909436
1171	0.2543599414
1172	0.2543346266
1173	0.2543168351
1174	0.2542959392
1175	0.254249783
1176	0.2542210644
1177	0.2542015251
1178	0.2541710704
1179	0.2541389485
1180	0.2541131529
1181	0.2540891521
1182	0.2540700822
1183	0.2540575089
1184	0.254035571
1185	0.2540172561
1186	0.253995824
1187	0.2539590402
1188	0.2539408958
1189	0.2539149821
1190	0.253901663
1191	0.2538654576
1192	0.2538440547
1193	0.2538294003
1194	0.2538066945
1195	0.2537872133
1196	0.2537692138
1197	0.2537465804
1198	0.2537115424
1199	0.2536885814
1200	0.2536780791
1201	0.253659215
1202	0.2536345505
1203	0.2536003294
1204	0.2535559701
1205	0.2535204244
1206	0.2534990136
1207	0.2534831646
1208	0.2534696864
1209	0.2534430711
1210	0.25342619
1211	0.2533987549
1212	0.2533634128
1213	0.2533341454
1214	0.2533211241
1215	0.2533029437
1216	0.2532885022
1217	0.2532639988
1218	0.2532496329
1219	0.2532145956
1220	0.2531804262
1221	0.2531431515
1222	0.2531141632
1223	0.2530782851
1224	0.2530555798
1225	0.2530208711
1226	0.2529857064
1227	0.25295441
1228	0.252918919
1229	0.2528835963
1230	0.2528734186
1231	0.2528642884
1232	0.2528469309
1233	0.2528198903
1234	0.2528024904
1235	0.2527889174
1236	0.2527467672
1237	0.2527241515
1238	0.2527012093
1239	0.2526872608
1240	0.2526622794
1241	0.252633429
1242	0.2526158391
1243	0.2526006666
1244	0.2525758943
1245	0.2525502573
1246	0.2525414955
1247	0.2525239255
1248	0.2525037142
1249	0.2524855923
1250	0.2524699581
1251	0.25245069
1252	0.2524274116
1253	0.2524026797
1254	0.2523878048
1255	0.2523681995
1256	0.2523373858
1257	0.2523088172
1258	0.252296872
1259	0.2522772784
1260	0.252253694
1261	0.2522323178
1262	0.2522069948
1263	0.2521713857
1264	0.2521366599
1265	0.2521245056
1266	0.2521078813
1267	0.2520843924
1268	0.2520729485
1269	0.2520472972
1270	0.2520177713
1271	0.251997046
1272	0.2519886148
1273	0.2519526325
1274	0.2519440167
1275	0.2519274063
1276	0.2519116595
1277	0.2518958844
1278	0.2518839197
1279	0.2518550449
1280	0.2518331289
1281	0.2518164052
1282	0.2518006571
1283	0.2517881565
1284	0.2517806965
1285	0.2517665903
1286	0.2517393505
1287	0.2517201634
1288	0.2517060703
1289	0.2516878757
1290	0.2516736617
1291	0.2516468135
1292	0.251639105
1293	0.2516233422
1294	0.2516072117
1295	0.251591721
1296	0.2515690688
1297	0.2515519894
1298	0.25152069
1299	0.2514928515
1300	0.2514775046
1301	0.251449049
1302	0.251426773
1303	0.2513930711
1304	0.2513521269
1305	0.2513339454
1306	0.2513063731
1307	0.2512984529
1308	0.2512733608
1309	0.2512573609
1310	0.251249745
1311	0.2512400593
1312	0.2512190961
1313	0.2511895184
1314	0.2511544399
1315	0.2511367942
1316	0.2511046234
1317	0.2510930043
1318	0.2510754258
1319	0.2510600815
1320	0.2510347184
1321	0.2510241683
1322	0.2510125726
1323	0.2509887341
1324	0.2509660204
1325	0.2509326038
1326	0.2508945672
1327	0.2508655495
1328	0.2508381249
1329	0.2508163869
1330	0.2508024187
1331	0.2507740795
1332	0.2507540922
1333	0.2507387753
1334	0.2507198411
1335	0.2507071247
1336	0.2506862777
1337	0.2506595554
1338	0.2506396139
1339	0.2506039894
1340	0.2505768669
1341	0.2505574017
1342	0.2505401137
1343	0.2505199706
1344	0.2505070917
1345	0.2504999649
1346	0.2504698849
1347	0.250453378
1348	0.2504194777
1349	0.2503905101
1350	0.2503750841
1351	0.250367711
1352	0.2503488341
1353	0.2503166292
1354	0.2503098963
1355	0.250293343
1356	0.2502666173
1357	0.2502382069
1358	0.2502141628
1359	0.2501968728
1360	0.2501831551
1361	0.2501742959
1362	0.250149704
1363	0.2501270703
1364	0.2501149252
1365	0.2501043885
1366	0.2500877827
1367	0.2500641549
1368	0.2500532577
1369	0.2500204673
1370	0.2500088698
1371	0.2499842435
1372	0.2499600421
1373	0.2499317848
1374	0.2499225631
1375	0.2499045252
1376	0.2498884854
1377	0.2498565054
1378	0.2498424408
1379	0.2498243514
1380	0.2497982228
1381	0.2497724117
1382	0.2497333525
1383	0.2497117755
1384	0.249700597
1385	0.2496657471
1386	0.2496519249
1387	0.249624443
1388	0.2495954338
1389	0.2495857006
1390	0.2495743195
1391	0.2495601493
1392	0.2495447881
1393	0.2495108696
1394	0.2494850886
1395	0.249465822
1396	0.2494574183
1397	0.2494419734
1398	0.2494180286
1399	0.2493924444
1400	0.249378091
1401	0.2493434673
1402	0.2493361211
1403	0.249323907
1404	0.2493030496
1405	0.2492838286
1406	0.2492511339
1407	0.2492379849
1408	0.2492316022
1409	0.2492179368
1410	0.2491933335
1411	0.2491738944
1412	0.2491615777
1413	0.2491367011
1414	0.2491263296
1415	0.2490989377
1416	0.2490881724
1417	0.2490704027
1418	0.2490488779
1419	0.2490371263
1420	0.2490138245
1421	0.2490028077
1422	0.2489839081
1423	0.2489584705
1424	0.2489345265
1425	0.2489051881
1426	0.248876836
1427	0.248853448
1428	0.2488241727
1429	0.2488089982
1430	0.2487983577
1431	0.2487827056
1432	0.2487523175
1433	0.2487326598
1434	0.2487019738
1435	0.2486953497
1436	0.2486745605
1437	0.2486494533
1438	0.2486251897
1439	0.2486042153
1440	0.2485805596
1441	0.2485621655
1442	0.2485526339
1443	0.2485366371
1444	0.2485150884
1445	0.2484958402
1446	0.2484633322
1447	0.2484392655
1448	0.2484034569
1449	0.2483892044
1450	0.2483688855
1451	0.248340304
1452	0.2483126266
1453	0.2483010158
1454	0.2482772517
1455	0.2482544674
1456	0.2482335905
1457	0.248219666
1458	0.2482054292
1459	0.2481747123
1460	0.2481579861
1461	0.2481289124
1462	0.2481216168
1463	0.2481115685
1464	0.2480868221
1465	0.2480669677
1466	0.2480428139
1467	0.2480297984
1468	0.2480087387
1469	0.2480042093
1470	0.2479882529
1471	0.2479576546
1472	0.2479386726
1473	0.2479306138
1474	0.2479071956
1475	0.2478806376
1476	0.2478581728
1477	0.2478378539
1478	0.2478179966
1479	0.2478057682
1480	0.2477788445
1481	0.2477724728
1482	0.2477592643
1483	0.2477492042
1484	0.2477329125
1485	0.2477085904
1486	0.2476906657
1487	0.247674279
1488	0.2476674585
1489	0.2476536859
1490	0.2476412608
1491	0.2476163083
1492	0.2475974283
1493	0.2475907542
1494	0.2475713609
1495	0.2475584599
1496	0.247536405
1497	0.2475285572
1498	0.2475060697
1499	0.2474855289
1500	0.2474635736
1501	0.247442229
1502	0.2474232162
1503	0.247412427
1504	0.2473978199
1505	0.2473829093
1506	0.2473676577
1507	0.2473574773
1508	0.2473479543
1509	0.2473384155
1510	0.2473197556
1511	0.2472963235
1512	0.2472777098
