iter	Passed	Remaining
1667	13317	66524
1668	13325	66516
1669	13334	66511
1670	13341	66502
1671	13350	66496
1672	13358	66489
1673	13366	66483
1674	13374	66474
1675	13382	66465
1676	13390	66458
1677	13398	66451
1678	13406	66443
1679	13415	66436
1680	13423	66430
1681	13431	66424
1682	13439	66415
1683	13447	66409
1684	13456	66402
1685	13464	66395
1686	13472	66387
1687	13480	66381
1688	13489	66375
1689	13496	66366
1690	13505	66359
1691	13513	66352
1692	13521	66346
1693	13529	66337
1694	13537	66330
1695	13545	66322
1696	13554	66316
1697	13562	66311
1698	13571	66306
1699	13579	66300
1700	13587	66294
1701	13596	66287
1702	13604	66279
1703	13612	66272
1704	13620	66263
1705	13629	66260
1706	13636	66251
1707	13644	66242
1708	13652	66234
1709	13660	66225
1710	13668	66217
1711	13676	66210
1712	13684	66202
1713	13693	66197
1714	13701	66190
1715	13709	66184
1716	13718	66180
1717	13726	66173
1718	13735	66166
1719	13742	66158
1720	13750	66147
1721	13758	66138
1722	13766	66129
1723	13774	66123
1724	13782	66118
1725	13790	66109
1726	13798	66100
1727	13806	66092
1728	13814	66084
1729	13822	66078
1730	13830	66070
1731	13838	66060
1732	13846	66050
1733	13853	66040
1734	13862	66034
1735	13869	66025
1736	13878	66019
1737	13886	66010
1738	13893	66002
1739	13901	65994
1740	13910	65986
1741	13918	65978
1742	13926	65971
1743	13934	65965
1744	13942	65957
1745	13950	65951
1746	13959	65945
1747	13967	65938
1748	13975	65928
1749	13983	65921
1750	13990	65910
1751	13998	65903
1752	14006	65894
1753	14015	65891
1754	14024	65885
1755	14032	65879
1756	14040	65870
1757	14048	65862
1758	14056	65854
1759	14064	65845
1760	14072	65841
1761	14080	65831
1762	14089	65827
1763	14097	65818
1764	14104	65808
1765	14112	65800
1766	14120	65792
1767	14128	65782
1768	14136	65775
1769	14144	65770
1770	14152	65762
1771	14160	65754
1772	14169	65747
1773	14177	65739
1774	14184	65729
1775	14192	65720
1776	14200	65712
1777	14208	65706
1778	14216	65698
1779	14225	65690
1780	14232	65682
1781	14240	65673
1782	14248	65664
1783	14256	65657
1784	14265	65650
1785	14272	65642
1786	14281	65636
1787	14289	65630
1788	14298	65625
1789	14305	65615
1790	14313	65605
1791	14321	65597
1792	14329	65591
1793	14337	65583
1794	14345	65575
1795	14354	65568
1796	14362	65563
1797	14370	65554
1798	14378	65547
1799	14386	65539
1800	14394	65532
1801	14403	65524
1802	14411	65519
1803	14420	65514
1804	14428	65506
1805	14435	65496
1806	14443	65488
1807	14452	65482
1808	14460	65476
1809	14468	65466
1810	14476	65460
1811	14485	65455
1812	14493	65446
1813	14500	65436
1814	14508	65425
1815	14515	65417
1816	14524	65410
1817	14532	65402
1818	14540	65394
1819	14548	65386
1820	14556	65380
1821	14565	65376
1822	14574	65371
1823	14582	65364
1824	14590	65356
1825	14598	65350
1826	14606	65342
1827	14614	65332
1828	14622	65324
1829	14630	65317
1830	14638	65311
1831	14646	65302
1832	14655	65296
1833	14662	65286
1834	14670	65278
1835	14678	65271
1836	14686	65263
1837	14695	65256
1838	14703	65248
1839	14711	65242
1840	14719	65233
1841	14727	65225
1842	14735	65216
1843	14743	65210
1844	14751	65202
1845	14760	65197
1846	14768	65190
1847	14776	65180
1848	14783	65172
1849	14791	65162
1850	14799	65154
1851	14806	65142
1852	14815	65136
1853	14822	65127
1854	14830	65119
1855	14838	65109
1856	14846	65102
1857	14854	65093
1858	14862	65086
1859	14871	65081
1860	14879	65074
1861	14887	65066
1862	14895	65060
1863	14904	65054
1864	14913	65049
1865	14921	65042
1866	14928	65032
1867	14936	65023
1868	14944	65014
1869	14952	65005
1870	14959	64995
1871	14967	64987
1872	14975	64978
1873	14983	64970
1874	14991	64962
1875	14999	64955
1876	15007	64947
1877	15015	64938
1878	15023	64932
1879	15031	64924
1880	15040	64918
1881	15048	64911
1882	15056	64905
1883	15065	64899
1884	15073	64894
1885	15081	64884
1886	15089	64875
1887	15097	64869
1888	15106	64862
1889	15114	64856
1890	15122	64849
1891	15130	64841
1892	15138	64832
1893	15146	64824
1894	15154	64815
1895	15162	64807
1896	15169	64798
1897	15177	64790
1898	15186	64782
1899	15194	64775
1900	15203	64771
1901	15211	64764
1902	15219	64758
1903	15227	64747
1904	15234	64738
1905	15242	64730
1906	15250	64721
1907	15258	64714
1908	15266	64705
1909	15274	64696
1910	15281	64686
1911	15289	64676
1912	15297	64669
1913	15305	64660
1914	15314	64654
1915	15322	64648
1916	15330	64640
1917	15338	64634
1918	15347	64627
1919	15355	64619
1920	15363	64611
1921	15371	64604
1922	15379	64596
1923	15386	64586
1924	15395	64579
1925	15403	64573
1926	15411	64566
1927	15419	64558
1928	15427	64550
1929	15435	64541
1930	15443	64532
1931	15451	64525
1932	15459	64516
1933	15467	64510
1934	15475	64500
1935	15483	64491
1936	15491	64485
1937	15499	64478
1938	15507	64470
1939	15516	64464
1940	15524	64455
1941	15531	64444
1942	15540	64440
1943	15548	64431
1944	15556	64424
1945	15564	64417
1946	15572	64409
1947	15581	64404
1948	15589	64397
1949	15597	64390
1950	15605	64380
1951	15613	64373
1952	15621	64365
1953	15629	64359
1954	15637	64349
1955	15646	64344
1956	15654	64337
1957	15661	64326
1958	15669	64319
1959	15678	64312
1960	15686	64306
1961	15695	64302
1962	15703	64292
1963	15711	64284
1964	15718	64274
1965	15726	64267
1966	15734	64259
1967	15742	64251
1968	15750	64242
1969	15759	64236
1970	15767	64230
1971	15775	64222
1972	15783	64214
1973	15791	64207
1974	15799	64199
1975	15807	64191
1976	15816	64185
1977	15824	64179
1978	15832	64171
1979	15840	64160
1980	15847	64149
1981	15855	64140
1982	15863	64133
1983	15872	64128
1984	15880	64121
1985	15888	64114
1986	15896	64106
1987	15904	64098
1988	15913	64092
1989	15921	64086
1990	15929	64079
1991	15938	64073
1992	15946	64067
1993	15955	64060
1994	15962	64051
1995	15971	64044
1996	15979	64036
1997	15987	64031
1998	15996	64025
1999	16004	64016
2000	16012	64011
2001	16021	64005
2002	16029	63997
2003	16037	63989
2004	16045	63980
2005	16052	63971
2006	16060	63961
2007	16068	63955
2008	16076	63947
2009	16085	63940
2010	16093	63931
2011	16101	63923
2012	16108	63915
2013	16116	63907
2014	16124	63899
2015	16132	63889
2016	16140	63881
2017	16148	63874
2018	16157	63867
2019	16165	63860
2020	16173	63853
2021	16180	63842
2022	16189	63836
2023	16197	63829
2024	16205	63823
2025	16213	63814
2026	16221	63806
2027	16230	63801
2028	16239	63795
2029	16246	63786
2030	16254	63777
2031	16262	63768
2032	16270	63762
2033	16279	63756
2034	16287	63747
2035	16295	63740
2036	16303	63731
2037	16310	63722
2038	16318	63714
2039	16327	63707
2040	16334	63698
2041	16342	63690
2042	16350	63681
2043	16358	63673
2044	16366	63665
2045	16375	63660
2046	16383	63654
2047	16391	63645
2048	16399	63637
2049	16407	63629
2050	16416	63624
2051	16424	63616
2052	16432	63608
2053	16440	63601
2054	16447	63590
2055	16456	63584
2056	16464	63577
2057	16472	63567
2058	16479	63558
2059	16488	63552
2060	16496	63543
2061	16504	63538
2062	16512	63529
2063	16521	63523
2064	16529	63515
2065	16537	63507
2066	16545	63498
2067	16553	63494
2068	16561	63485
2069	16569	63476
2070	16577	63468
2071	16586	63464
2072	16594	63455
2073	16602	63447
2074	16610	63438
2075	16617	63428
2076	16625	63421
2077	16633	63412
2078	16641	63403
2079	16650	63398
2080	16657	63389
2081	16665	63379
2082	16674	63374
2083	16682	63367
2084	16690	63358
2085	16697	63349
2086	16706	63341
2087	16713	63331
2088	16721	63324
2089	16729	63316
2090	16738	63310
2091	16745	63301
2092	16753	63292
2093	16760	63281
2094	16768	63271
2095	16775	63261
2096	16783	63253
2097	16791	63244
2098	16800	63239
2099	16808	63233
2100	16816	63224
2101	16824	63217
2102	16832	63207
2103	16840	63198
2104	16848	63190
2105	16855	63181
2106	16863	63173
2107	16871	63162
2108	16879	63154
2109	16887	63148
2110	16895	63141
2111	16904	63136
2112	16913	63129
2113	16921	63122
2114	16929	63116
2115	16937	63107
2116	16945	63098
2117	16952	63088
2118	16960	63080
2119	16967	63069
2120	16976	63063
2121	16984	63055
2122	16992	63048
2123	17000	63039
2124	17008	63031
2125	17016	63024
2126	17024	63014
2127	17031	63005
2128	17040	62998
2129	17049	62993
2130	17056	62983
2131	17064	62976
2132	17072	62966
2133	17080	62958
2134	17088	62950
2135	17096	62941
2136	17103	62932
2137	17112	62927
2138	17121	62921
2139	17128	62911
2140	17136	62904
2141	17144	62893
2142	17151	62884
2143	17159	62876
2144	17167	62868
2145	17175	62860
2146	17183	62851
2147	17191	62842
2148	17199	62835
2149	17207	62829
2150	17216	62822
2151	17224	62813
2152	17231	62804
2153	17239	62795
2154	17247	62786
2155	17255	62778
2156	17263	62770
2157	17271	62763
2158	17279	62755
2159	17286	62744
2160	17294	62734
2161	17301	62725
2162	17310	62719
2163	17318	62711
2164	17326	62704
2165	17335	62697
2166	17343	62690
2167	17350	62680
2168	17358	62672
2169	17366	62663
2170	17374	62655
2171	17382	62647
2172	17391	62641
2173	17399	62634
2174	17407	62625
2175	17415	62618
2176	17422	62608
2177	17430	62599
2178	17438	62591
2179	17446	62583
2180	17454	62576
2181	17462	62567
2182	17470	62558
2183	17478	62550
2184	17486	62543
2185	17494	62535
2186	17502	62528
2187	17526	62576
2188	17534	62568
2189	17542	62559
2190	17550	62551
2191	17557	62542
2192	17566	62536
2193	17575	62529
2194	17583	62521
2195	17591	62515
2196	17599	62505
2197	17606	62496
2198	17615	62490
2199	17622	62480
2200	17630	62470
2201	17637	62461
2202	17646	62455
2203	17654	62447
2204	17662	62439
2205	17670	62432
2206	17679	62425
2207	17686	62416
2208	17694	62407
2209	17702	62398
2210	17709	62388
2211	17717	62378
2212	17725	62372
2213	17733	62363
2214	17741	62354
2215	17749	62348
2216	17757	62340
2217	17765	62331
2218	17772	62320
2219	17780	62310
2220	17788	62303
2221	17796	62295
2222	17804	62286
2223	17811	62277
2224	17819	62268
2225	17827	62261
2226	17836	62253
2227	17844	62246
2228	17852	62238
2229	17859	62228
2230	17868	62222
2231	17876	62213
2232	17883	62205
2233	17891	62197
2234	17899	62188
2235	17907	62179
2236	17914	62169
2237	17922	62160
2238	17930	62152
2239	17938	62144
2240	17946	62137
2241	17955	62130
2242	17962	62120
2243	17970	62113
2244	17979	62106
2245	17987	62098
2246	17994	62087
2247	18002	62079
2248	18010	62072
2249	18018	62063
2250	18026	62054
2251	18034	62046
2252	18042	62040
2253	18051	62033
2254	18058	62024
2255	18066	62017
2256	18074	62006
2257	18081	61997
2258	18089	61988
2259	18097	61978
2260	18105	61971
2261	18113	61964
2262	18122	61957
2263	18130	61949
2264	18138	61943
2265	18146	61935
2266	18154	61928
2267	18162	61918
2268	18170	61912
2269	18178	61903
2270	18187	61897
2271	18194	61887
2272	18202	61878
2273	18210	61871
2274	18218	61862
2275	18227	61856
2276	18235	61848
2277	18242	61840
2278	18250	61831
2279	18258	61823
2280	18266	61814
2281	18273	61803
2282	18281	61795
2283	18289	61788
2284	18297	61779
2285	18306	61773
2286	18314	61765
2287	18322	61757
2288	18330	61748
2289	18338	61742
2290	18347	61737
2291	18355	61728
2292	18363	61722
2293	18371	61713
2294	18378	61703
2295	18386	61694
2296	18394	61685
2297	18402	61679
2298	18410	61668
2299	18418	61661
2300	18426	61652
2301	18434	61645
2302	18442	61638
2303	18450	61630
2304	18458	61623
2305	18467	61616
2306	18475	61608
2307	18483	61602
2308	18491	61593
2309	18499	61586
2310	18508	61578
2311	18516	61571
2312	18524	61565
2313	18533	61557
2314	18541	61550
2315	18549	61541
2316	18556	61532
2317	18565	61526
2318	18573	61518
2319	18581	61510
2320	18589	61501
2321	18596	61492
2322	18604	61484
2323	18612	61477
2324	18621	61469
2325	18628	61460
2326	18636	61452
2327	18645	61446
2328	18653	61438
2329	18661	61431
2330	18668	61420
2331	18676	61411
2332	18683	61401
2333	18692	61393
2334	18699	61384
2335	18707	61376
2336	18715	61368
2337	18723	61360
2338	18732	61354
2339	18740	61348
2340	18749	61340
2341	18757	61333
2342	18765	61327
2343	18774	61320
2344	18782	61312
2345	18789	61302
2346	18797	61293
2347	18805	61284
2348	18813	61277
2349	18821	61269
2350	18829	61261
2351	18837	61252
2352	18844	61242
2353	18853	61236
2354	18860	61228
2355	18869	61220
2356	18876	61211
2357	18884	61201
2358	18891	61192
2359	18899	61184
2360	18908	61176
2361	18916	61169
2362	18924	61161
2363	18932	61154
2364	18940	61146
2365	18949	61140
2366	18957	61132
2367	18965	61124
2368	18973	61116
2369	18981	61108
2370	18989	61102
2371	18998	61094
2372	19006	61088
2373	19014	61079
2374	19022	61071
2375	19030	61064
2376	19037	61053
2377	19046	61047
2378	19054	61041
2379	19062	61032
2380	19070	61024
2381	19078	61015
2382	19086	61007
2383	19094	60999
2384	19101	60989
2385	19109	60980
2386	19117	60973
2387	19126	60966
2388	19133	60957
2389	19141	60949
2390	19149	60940
2391	19157	60933
2392	19165	60923
2393	19172	60913
2394	19180	60904
2395	19188	60895
2396	19195	60887
2397	19204	60879
2398	19211	60870
2399	19219	60860
2400	19227	60852
2401	19236	60847
2402	19244	60840
2403	19251	60831
2404	19259	60821
2405	19267	60814
2406	19276	60807
2407	19284	60799
2408	19291	60790
2409	19299	60781
2410	19307	60773
2411	19315	60764
2412	19323	60756
2413	19331	60750
2414	19339	60741
2415	19347	60734
2416	19355	60726
2417	19364	60719
2418	19372	60713
2419	19380	60703
2420	19388	60694
2421	19396	60687
2422	19404	60680
2423	19412	60671
2424	19420	60664
2425	19428	60657
2426	19436	60649
2427	19445	60643
2428	19453	60635
2429	19461	60626
2430	19468	60616
2431	19476	60608
2432	19485	60602
2433	19494	60596
2434	19502	60589
2435	19510	60582
2436	19518	60575
2437	19527	60568
2438	19535	60562
2439	19543	60554
2440	19551	60543
2441	19559	60535
2442	19567	60527
2443	19575	60520
2444	19583	60512
2445	19591	60504
2446	19599	60495
2447	19607	60488
2448	19615	60479
2449	19623	60473
2450	19631	60463
2451	19639	60457
2452	19647	60448
2453	19655	60440
2454	19663	60432
2455	19671	60425
2456	19679	60416
2457	19687	60407
2458	19695	60400
2459	19703	60390
2460	19711	60383
2461	19719	60376
2462	19727	60366
2463	19735	60359
2464	19744	60354
2465	19751	60344
2466	19760	60338
2467	19770	60336
2468	19780	60336
2469	19790	60334
2470	19798	60325
2471	19807	60321
2472	19817	60319
2473	19828	60317
2474	19836	60311
2475	19846	60307
2476	19854	60300
2477	19861	60290
2478	19869	60282
2479	19877	60272
2480	19884	60263
2481	19892	60255
2482	19900	60247
2483	19908	60239
2484	19916	60231
2485	19924	60223
2486	19933	60216
2487	19941	60208
2488	19949	60200
2489	19957	60191
2490	19965	60185
2491	19974	60178
2492	19982	60171
2493	19990	60164
2494	19998	60155
2495	20005	60145
2496	20013	60136
2497	20021	60129
2498	20029	60122
2499	20038	60115
2500	20046	60106
2501	20053	60097
2502	20061	60088
2503	20069	60079
2504	20077	60071
2505	20086	60065
2506	20093	60056
2507	20101	60047
2508	20109	60040
2509	20117	60031
2510	20124	60022
2511	20132	60013
2512	20140	60006
2513	20149	59999
2514	20157	59991
2515	20165	59983
2516	20173	59974
2517	20180	59965
2518	20189	59958
2519	20197	59951
2520	20205	59942
2521	20212	59933
2522	20221	59925
2523	20228	59916
2524	20236	59908
2525	20244	59900
2526	20252	59893
2527	20260	59883
2528	20268	59875
2529	20276	59867
2530	20284	59859
2531	20292	59850
2532	20300	59843
2533	20308	59837
2534	20316	59828
2535	20324	59820
2536	20332	59811
2537	20340	59803
2538	20348	59794
2539	20356	59786
2540	20364	59778
2541	20372	59769
2542	20380	59763
2543	20388	59753
2544	20396	59746
2545	20403	59736
2546	20411	59728
2547	20419	59719
2548	20427	59712
2549	20435	59704
2550	20444	59697
2551	20451	59688
2552	20459	59680
2553	20467	59672
2554	20475	59664
2555	20483	59656
2556	20492	59649
2557	20499	59639
2558	20507	59632
2559	20515	59624
2560	20523	59616
2561	20532	59608
2562	20539	59599
2563	20548	59593
2564	20555	59583
2565	20563	59575
2566	20571	59568
2567	20580	59560
2568	20588	59552
2569	20595	59542
2570	20603	59535
2571	20611	59526
2572	20619	59518
2573	20627	59510
2574	20635	59500
2575	20643	59493
2576	20651	59485
2577	20660	59479
2578	20668	59472
2579	20676	59466
2580	20684	59456
2581	20692	59448
2582	20700	59440
2583	20708	59433
2584	20716	59424
2585	20724	59417
2586	20732	59409
2587	20741	59402
2588	20748	59393
2589	20756	59385
2590	20765	59379
2591	20774	59375
2592	20785	59373
2593	20793	59367
2594	20802	59360
2595	20810	59354
2596	20818	59346
2597	20827	59339
2598	20835	59331
2599	20843	59323
2600	20851	59315
2601	20859	59308
2602	20868	59301
2603	20877	59296
2604	20885	59287
2605	20893	59279
2606	20901	59271
2607	20909	59263
2608	20917	59255
2609	20924	59246
2610	20933	59239
2611	20941	59232
2612	20949	59224
2613	20957	59216
2614	20965	59209
2615	20973	59200
2616	20981	59193
2617	20989	59184
2618	20997	59177
2619	21006	59171
2620	21015	59165
2621	21023	59157
2622	21032	59151
2623	21039	59142
2624	21048	59135
2625	21056	59127
2626	21064	59119
2627	21072	59110
2628	21080	59102
2629	21087	59093
2630	21095	59084
2631	21103	59076
2632	21111	59069
2633	21118	59059
2634	21127	59051
2635	21134	59041
2636	21142	59032
2637	21149	59023
2638	21158	59018
2639	21167	59011
2640	21175	59004
2641	21183	58997
2642	21191	58988
2643	21200	58982
2644	21207	58973
2645	21215	58964
2646	21223	58956
2647	21231	58948
2648	21239	58939
2649	21247	58932
2650	21255	58924
2651	21264	58917
2652	21272	58910
2653	21280	58901
2654	21288	58893
2655	21296	58885
2656	21304	58877
2657	21312	58869
2658	21320	58862
2659	21329	58855
2660	21337	58847
2661	21345	58839
2662	21353	58832
2663	21361	58823
2664	21370	58818
2665	21378	58810
2666	21386	58802
2667	21394	58794
2668	21402	58786
2669	21409	58776
2670	21417	58769
2671	21425	58761
2672	21434	58753
2673	21442	58745
2674	21450	58738
2675	21459	58731
2676	21467	58724
2677	21476	58718
2678	21484	58712
2679	21492	58703
2680	21500	58695
2681	21508	58686
2682	21516	58678
2683	21524	58671
2684	21532	58661
2685	21540	58653
2686	21548	58646
2687	21556	58639
2688	21564	58629
2689	21572	58621
2690	21579	58612
2691	21587	58603
2692	21595	58595
2693	21603	58588
2694	21611	58579
2695	21619	58570
2696	21627	58562
2697	21635	58555
2698	21643	58547
2699	21652	58541
2700	21660	58534
2701	21669	58527
2702	21677	58519
2703	21684	58509
2704	21693	58503
2705	21700	58493
2706	21708	58485
2707	21716	58478
2708	21725	58470
2709	21732	58461
2710	21740	58453
2711	21748	58446
2712	21757	58439
2713	21765	58432
2714	21774	58425
2715	21781	58416
2716	21789	58408
2717	21798	58400
2718	21806	58393
2719	21814	58385
2720	21822	58377
2721	21830	58369
2722	21838	58361
2723	21846	58354
2724	21854	58345
2725	21862	58337
2726	21870	58329
2727	21879	58323
2728	21887	58316
2729	21895	58307
2730	21903	58300
2731	21912	58293
2732	21920	58285
2733	21927	58276
2734	21935	58268
2735	21944	58261
2736	21952	58254
2737	21960	58244
2738	21968	58237
2739	21975	58226
2740	21983	58218
2741	21991	58211
2742	21999	58202
2743	22008	58197
2744	22017	58192
2745	22026	58186
2746	22034	58177
2747	22042	58170
2748	22049	58160
2749	22057	58151
2750	22065	58142
2751	22073	58136
2752	22082	58129
2753	22090	58121
2754	22097	58112
2755	22106	58105
2756	22114	58097
2757	22123	58091
2758	22131	58082
2759	22139	58077
2760	22147	58068
2761	22155	58060
2762	22164	58053
2763	22172	58046
2764	22180	58037
2765	22188	58029
2766	22196	58022
2767	22204	58013
2768	22212	58006
2769	22220	57996
2770	22228	57988
2771	22236	57980
2772	22243	57971
2773	22251	57963
2774	22259	57954
2775	22267	57947
2776	22275	57939
2777	22284	57932
2778	22292	57924
2779	22300	57916
2780	22309	57910
2781	22316	57901
2782	22324	57893
2783	22332	57885
2784	22341	57878
2785	22348	57869
2786	22357	57862
2787	22365	57854
2788	22373	57845
2789	22380	57837
2790	22388	57829
2791	22397	57822
2792	22406	57816
2793	22414	57807
2794	22422	57800
2795	22430	57793
2796	22438	57784
2797	22446	57775
2798	22454	57768
2799	22463	57762
2800	22471	57755
2801	22478	57743
2802	22486	57735
2803	22493	57727
2804	22502	57719
2805	22510	57711
2806	22518	57703
2807	22525	57694
2808	22533	57686
2809	22541	57677
2810	22549	57668
2811	22557	57660
2812	22565	57652
2813	22574	57647
2814	22582	57639
2815	22590	57631
2816	22598	57624
2817	22607	57617
2818	22615	57610
2819	22623	57601
2820	22631	57594
2821	22639	57585
2822	22646	57576
2823	22655	57568
2824	22663	57560
2825	22672	57554
2826	22679	57545
2827	22687	57536
2828	22694	57527
2829	22703	57520
2830	22711	57512
2831	22719	57504
2832	22727	57497
2833	22736	57490
2834	22744	57482
2835	22752	57474
2836	22760	57466
2837	22767	57457
2838	22775	57447
2839	22783	57439
2840	22791	57431
2841	22799	57425
2842	22808	57417
2843	22816	57409
2844	22824	57402
2845	22832	57394
2846	22840	57386
2847	22849	57379
2848	22857	57371
2849	22865	57363
2850	22873	57355
2851	22881	57349
2852	22890	57342
2853	22898	57333
2854	22906	57327
2855	22915	57320
2856	22923	57313
2857	22932	57306
2858	22940	57299
2859	22948	57290
2860	22956	57282
2861	22964	57273
2862	22971	57265
2863	22980	57257
2864	22988	57249
2865	22996	57242
2866	23004	57234
2867	23012	57226
2868	23021	57221
2869	23029	57211
2870	23037	57204
2871	23045	57197
2872	23053	57189
2873	23062	57182
2874	23069	57173
2875	23077	57165
2876	23086	57158
2877	23094	57150
2878	23102	57143
2879	23110	57133
2880	23118	57125
2881	23126	57117
2882	23134	57110
2883	23142	57100
2884	23150	57093
2885	23158	57086
2886	23166	57076
2887	23174	57069
2888	23182	57061
2889	23191	57054
2890	23199	57047
2891	23207	57038
2892	23215	57032
2893	23223	57023
2894	23231	57015
2895	23239	57006
2896	23246	56997
2897	23255	56990
2898	23263	56982
2899	23270	56973
2900	23278	56965
2901	23286	56956
2902	23294	56947
2903	23301	56938
2904	23309	56930
2905	23317	56921
2906	23325	56913
2907	23333	56904
2908	23340	56895
2909	23349	56888
2910	23357	56882
2911	23366	56876
2912	23374	56868
2913	23383	56861
2914	23392	56855
2915	23400	56848
2916	23409	56841
2917	23416	56832
2918	23425	56825
2919	23433	56819
2920	23442	56811
2921	23451	56806
2922	23459	56799
2923	23468	56792
2924	23476	56784
2925	23484	56777
2926	23492	56769
2927	23501	56762
2928	23509	56753
2929	23517	56747
2930	23525	56739
2931	23534	56732
2932	23542	56724
2933	23550	56717
2934	23558	56709
2935	23567	56702
2936	23575	56694
2937	23583	56687
2938	23591	56678
2939	23600	56672
2940	23608	56665
2941	23616	56657
2942	23624	56649
2943	23633	56642
2944	23641	56634
2945	23649	56626
2946	23656	56617
2947	23665	56609
2948	23672	56601
2949	23681	56593
2950	23688	56585
2951	23697	56579
2952	23706	56571
2953	23715	56566
2954	23723	56558
2955	23731	56550
2956	23739	56542
2957	23747	56534
2958	23755	56527
2959	23763	56518
2960	23771	56511
2961	23779	56503
2962	23788	56495
2963	23796	56488
2964	23804	56480
2965	23813	56474
2966	23821	56467
2967	23830	56459
2968	23837	56451
2969	23845	56443
2970	23853	56433
2971	23861	56425
2972	23869	56417
2973	23877	56409
2974	23885	56402
2975	23893	56393
2976	23901	56386
2977	23909	56378
2978	23918	56370
2979	23926	56362
2980	23934	56355
2981	23942	56347
2982	23951	56341
2983	23959	56333
2984	23967	56324
2985	23975	56316
2986	23982	56308
2987	23990	56299
2988	23998	56290
2989	24006	56282
2990	24014	56274
2991	24022	56267
2992	24030	56259
2993	24038	56250
2994	24046	56242
2995	24055	56235
2996	24063	56227
2997	24072	56221
2998	24080	56213
2999	24088	56206
3000	24096	56198
3001	24105	56191
3002	24113	56184
3003	24121	56176
3004	24130	56169
3005	24138	56162
3006	24146	56154
3007	24154	56146
3008	24162	56139
3009	24171	56131
3010	24179	56125
3011	24188	56118
3012	24196	56110
3013	24204	56102
3014	24212	56094
3015	24221	56087
3016	24229	56080
3017	24237	56073
3018	24246	56066
3019	24254	56059
3020	24264	56054
3021	24272	56046
3022	24280	56038
3023	24289	56031
3024	24296	56022
3025	24304	56013
3026	24312	56005
3027	24320	55998
3028	24329	55991
3029	24337	55984
3030	24345	55975
3031	24353	55967
3032	24361	55959
3033	24369	55951
3034	24377	55943
3035	24384	55934
3036	24392	55926
3037	24400	55917
3038	24408	55909
3039	24416	55900
3040	24424	55891
3041	24432	55884
3042	24440	55876
3043	24448	55869
3044	24457	55862
3045	24465	55854
3046	24473	55846
3047	24481	55838
3048	24490	55833
3049	24499	55825
3050	24507	55817
3051	24515	55810
3052	24522	55801
3053	24530	55792
3054	24538	55784
3055	24546	55774
3056	24553	55765
3057	24561	55756
3058	24569	55748
3059	24576	55739
3060	24584	55731
3061	24593	55724
3062	24601	55717
3063	24609	55709
3064	24618	55701
3065	24626	55693
3066	24633	55685
3067	24641	55677
3068	24649	55668
3069	24657	55659
3070	24664	55650
3071	24673	55643
3072	24680	55634
3073	24688	55625
3074	24697	55618
3075	24704	55609
3076	24713	55602
3077	24721	55594
3078	24729	55586
3079	24737	55578
3080	24745	55569
3081	24753	55563
3082	24761	55555
3083	24770	55547
3084	24778	55540
3085	24786	55533
3086	24795	55526
3087	24803	55519
3088	24812	55512
3089	24820	55504
3090	24828	55497
3091	24837	55489
3092	24844	55481
3093	24852	55473
3094	24860	55464
3095	24868	55456
3096	24876	55448
3097	24884	55439
3098	24892	55430
3099	24900	55423
3100	24907	55414
3101	24915	55406
3102	24923	55397
3103	24931	55388
3104	24938	55378
3105	24947	55372
3106	24956	55367
3107	24965	55360
3108	24973	55352
3109	24980	55343
3110	24988	55334
3111	24997	55328
3112	25005	55319
3113	25014	55314
3114	25022	55305
3115	25030	55297
3116	25038	55289
3117	25046	55281
3118	25054	55273
3119	25062	55265
3120	25070	55257
3121	25077	55248
3122	25086	55242
3123	25094	55233
3124	25102	55225
3125	25110	55217
3126	25117	55208
3127	25126	55200
3128	25134	55192
3129	25142	55184
3130	25150	55175
3131	25158	55169
3132	25167	55161
3133	25175	55155
3134	25183	55147
3135	25191	55139
3136	25200	55131
3137	25208	55124
3138	25216	55116
3139	25224	55108
3140	25232	55100
3141	25241	55094
3142	25249	55086
3143	25258	55079
3144	25266	55071
3145	25273	55062
3146	25281	55053
3147	25289	55045
3148	25297	55036
3149	25305	55029
3150	25313	55021
3151	25322	55015
3152	25330	55007
3153	25338	54999
3154	25347	54992
3155	25355	54985
3156	25363	54977
3157	25372	54970
3158	25380	54963
3159	25388	54954
3160	25396	54946
3161	25404	54938
3162	25412	54930
3163	25419	54920
3164	25428	54913
3165	25437	54907
3166	25444	54898
3167	25453	54891
3168	25461	54884
3169	25470	54878
3170	25478	54870
3171	25487	54863
3172	25495	54855
3173	25503	54848
3174	25511	54840
3175	25519	54831
3176	25527	54822
3177	25535	54815
3178	25543	54807
3179	25552	54800
3180	25560	54792
3181	25568	54784
3182	25576	54777
3183	25585	54770
3184	25593	54763
3185	25601	54753
3186	25609	54745
3187	25617	54738
3188	25625	54731
3189	25633	54723
3190	25642	54715
3191	25650	54707
3192	25658	54699
3193	25667	54693
3194	25675	54686
3195	25684	54679
3196	25692	54671
3197	25700	54663
3198	25709	54657
3199	25717	54649
3200	25725	54641
3201	25734	54635
3202	25742	54628
3203	25751	54622
3204	25760	54614
3205	25768	54608
3206	25776	54599
3207	25784	54591
3208	25793	54584
3209	25801	54577
3210	25809	54569
3211	25817	54560
3212	25825	54552
3213	25833	54544
3214	25841	54536
3215	25849	54527
3216	25856	54518
3217	25865	54511
3218	25873	54504
3219	25881	54495
3220	25889	54487
